Lat/Long
48° 57' N / 2° 16' E
49° 28' N / 1° 4' E
48° 39' N / 2° 1' W
48° 34' N / 7° 42' E
43° 7' N / 5° 55' E
4° 56' N / 52° 20' W
17° 33' S / 149° 34' W
0° 38' S / 8° 42' E
0° 17' N / 9° 30' E
0° 17' N / 9° 30' E
0° 43' S / 8° 48' E
13° 27' N / 16° 34' W
41° 39' N / 41° 38' E
42° 9' N / 41° 40' E
43° 1' N / 40° 58' E
53° 20' N / 8° 29' E
53° 7' N / 8° 45' E
53° 33' N / 8° 35' E
51° 27' N / 6° 43' E
51° 13' N / 6° 47' E
53° 21' N / 7° 12' E
53° 33' N / 9° 59' E
49° 3' N / 8° 20' E
54° 19' N / 10° 10' E
53° 52' N / 10° 41' E
49° 32' N / 8° 30' E
54° 9' N / 12° 8' E
53° 32' N / 8° 8' E
4° 53' N / 1° 45' W
5° 38' N / 0° 1' E
36° 8' N / 5° 21' W
38° 2' N / 23° 33' E
35° 16' N / 25° 9' E
40° 55' N / 24° 25' E
38° 15' N / 21° 45' E
37° 57' N / 23° 38' E
40° 38' N / 22° 56' E
39° 22' N / 22° 57' E
66° 56' N / 53° 40' W
60° 8' N / 45° 14' W
61° 9' N / 45° 25' W
64° 10' N / 51° 44' W
17° 54' N / 62° 51' W
16° 14' N / 61° 32' W
13° 27' N / 144° 37' E
14° 18' N / 91° 55' W
15° 43' N / 88° 37' W
15° 42' N / 88° 37' W
9° 31' N / 13° 43' W
10° 39' N / 14° 37' W
11° 51' N / 15° 35' W
6° 49' N / 58° 10' W
6° 14' N / 57° 31' W
18° 33' N / 72° 21' W
15° 46' N / 86° 50' W
16° 1' N / 86° 3' W
15° 51' N / 87° 56' W
13° 24' N / 87° 25' W
15° 47' N / 87° 27' W
22° 18' N / 114° 10' E
65° 41' N / 18° 3' W
64° 4' N / 21° 58' W
66° 5' N / 23° 6' W
64° 0' N / 22° 33' W
64° 8' N / 21° 56' W
63° 26' N / 20° 16' W
18° 59' N / 72° 49' E
22° 32' N / 88° 22' E
13° 6' N / 80° 16' E
9° 58' N / 76° 15' E
23° 0' N / 70° 12' E
18° 57' N / 72° 58' E
8° 45' N / 78° 10' E
17° 41' N / 83° 18' E
8° 44' S / 109° 0' E
6° 41' S / 108° 33' E
6° 6' S / 106° 52' E
10° 10' S / 123° 34' E
2° 59' S / 104° 45' E
6° 53' S / 110° 24' E
7° 13' S / 112° 44' E
5° 8' S / 119° 24' E
30° 20' N / 48° 20' E
27° 11' N / 56° 17' E
37° 28' N / 49° 28' E
30° 27' N / 49° 20' E
28° 59' N / 50° 50' E
30° 25' N / 40° 4' E
30° 26' N / 48° 11' E
26° 47' N / 53° 20' E
25° 54' N / 54° 33' E
30° 33' N / 47° 47' E
30° 11' N / 47° 54' E
24° 54' N / 51° 35' E
52° 48' N / 6° 9' W
51° 50' N / 8° 17' W
53° 43' N / 6° 18' W
53° 21' N / 6° 16' W
52° 36' N / 9° 6' W
53° 16' N / 9° 3' W
52° 23' N / 6° 56' W
52° 15' N / 7° 7' W
31° 50' N / 34° 38' E
31° 38' N / 34° 32' E
29° 32' N / 34° 57' E
32° 28' N / 34° 53' E
32° 49' N / 35° 0' E
37° 13' N / 15° 14' E
40° 48' N / 14° 10' E
41° 8' N / 16° 52' E
40° 39' N / 17° 56' E
37° 4' N / 14° 15' E
44° 24' N / 8° 54' E
44° 1' N / 9° 51' E
43° 33' N / 10° 20' E
38° 11' N / 15° 34' E
38° 13' N / 15° 16' E
40° 50' N / 14° 15' E
38° 7' N / 13° 20' E
40° 51' N / 8° 24' E
44° 25' N / 12° 18' E
39° 5' N / 9° 2' E
44° 18' N / 8° 29' E
40° 29' N / 17° 13' E
45° 39' N / 13° 45' E
45° 26' N / 12° 20' E
17° 59' N / 76° 50' W
18° 30' N / 77° 56' W
18° 25' N / 18° 25' N
18° 12' N / 76° 27' W
17° 53' N / 77° 8' W
17° 38' N / 77° 14' W
39° 45' N / 140° 3' E
34° 42' N / 135° 24' E
35° 36' N / 140° 7' E
40° 33' N / 141° 33' E
41° 47' N / 140° 42' E
34° 43' N / 134° 45' E
34° 47' N / 134° 41' E
34° 20' N / 132° 25' E
35° 32' N / 139° 46' E
34° 52' N / 136° 57' E
34° 40' N / 135° 12' E
42° 58' N / 144° 21' E
34° 31' N / 133° 45' E
33° 57' N / 130° 58' E
35° 5' N / 136° 53' E
34° 39' N / 135° 26' E
34° 34' N / 135° 27' E
38' 56' N / 139' 48' E
35° 0' N / 138° 30' E
35° 43' N / 139° 46' E
42° 35' N / 141° 35' E
35° 27' N / 139° 39' E
29° 31' N / 35° 1' E
2° 17' S / 40° 54' E
4° 4' S / 39° 40' E
1° 25' N / 172° 54' E
41° 46' N / 129° 49' E
38° 0' N / 125° 42' E
38° 44' N / 125° 25' E
39° 10' N / 127° 26' E
35° 5' N / 129° E
35° 7' N / 128° 42' E
37° 28' N / 126° 37' E
35° 11' N / 128° 36' E
34° 46' N / 126° 23' E
36° 2' N / 129° 26' E
37° 30' N / 129° 9' E
35° 27' N / 129° 23' E
34° 44' N / 127° 45' E
29° 4' N / 48° 10' E
28° 45' N / 48° 24' E
29° 21' N / 47° 56' E
56° 30' N / 21° 0' E
56° 58' N / 24° 6' E
57° 24' N / 21° 33' E
33° 54' N / 35° 30' E
34° 18' N / 35° 36' E
34° 17' N / 35° 40' E
33° 30' N / 35° 21' E
34° 28' N / 35° 49' E
5° 54' N / 10° 4' W
4° 59' N / 9° 3' W
6° 20' N / 10° 50' W
32° 6' N / 20° 3' E
32° 46' N / 22° 39' E
30° 25' N / 19° 34' E
32° 22' N / 15° 13' E
30° 31' N / 18° 35' E
32° 4' N / 24° 0' E
32° 54' N / 13° 13' E
32° 55' N / 12° 7' E
55° 43' N / 21° 7' E
22° 12' N /113° 33' E
12° 13' S / 49° 19' E
15° 43' S / 46° 20' E
18° 8' S / 49° 22' E
23° 21' S / 43° 40' E
3° 16' N / 112° 59' E
5° 59' N / 116° 0' E
3° 58' N / 103° 26' E
1° 34' N / 110° 21' E
6° 53' N / 116° 51' E
5° 17' N / 115° 15' E
5° 2' N / 118° 20' E
4° 16' N / 100° 39' E
4° 26' N / 113° 55' E
1° 26' N / 103° 54' E
5° 25' N / 100° 21' E
2° 31' N / 101° 47' E
3° 0' N / 101° 24' E
5° 50' N / 118° 7' E
2° 18' N / 111° 49' E
1° 21' N / 103° 32' E
4° 14' N / 117° 52' E
35° 54' N / 014° 31'
14° 36' N / 61° 4' W
20° 49' N / 17° 3' W
18° 2' N / 16° 2' W
20° 9' S / 57° 30' E
16° 51' N / 99° 56' W
18° 8' N / 94° 25' W
27° 55' N / 110° 53'W
24° 10' N / 110° 19' W
17° 53' N / 102° 10' W
19° 3' N / 104° 20' W
23° 11' N / 106° 26' W
21° 17' N / 89° 39' W
16° 10' N / 95° 12' W
22° 16' N / 97° 47' W
25° 36' N / 109° 3' W
20° 57' N / 97° 24' W
19° 12' N / 96° 8' W
6° 55' N / 158° 10' E
43° 44' N / 7° 27' E
42° 5' N / 19° 3' E
42° 27' N / 18° 36' E
16° 42' N / 62° 13' W
30° 26' N / 9° 38' W
33° 36' N / 7° 37' W
33° 16' N / 33° 16' N
34° 16' N / 6° 35' W
33° 45' N / 7° 22' W
32° 19' N / 9° 12' W
35° 47' N / 5° 48' W
19° 46' S / 34° 50' E
23° 52' S / 35° 23' E
25° 58' S / 32° 34' E
14° 32' S / 40° 40' E
12° 57' S / 40° 30' E
17° 53' S / 36° 53' E
16° 45' N / 94° 43' E
16° 29' N / 97° 37' E
16° 47' N / 96° 15' E
26° 39' S / 15° 9' E
22° 57' S / 14° 30' E
0° 32' S / 166° 55' E
52° 22' N / 4° 54' E
53° 20' N / 6° 56' E
51° 49' N / 4° 40' E
53° 27' N / 6° 50' E
53° 13' N / 6° 34' E
52° 27' N / 4° 35' E
51° 55' N / 4° 24' E
51° 20' N / 3° 50' E
12° 9' N / 68° 17' W
18° 5' N / 63° 10' W
12° 6' N / 68° 56' W
22° 16' S / 166° 27' E
21° 37' S / 166° 15' E
36° 51' S / 174° 45' E
45° 50' S / 170° 37' E
37° 39' S / 176° 11' E
41° 17' S / 174° 47' E
12° 1' N / 83° 45' W
12° 30' N / 87° 11' W
12° 0' N / 83° 41' W
14° 1' N / 83° 23' W
12° 12' N / 86° 46' W
11° 14' N / 85° 52' W
4° 58' N / 8° 19' E
6° 27' N / 3° 24' E
4° 39' N / 7° 9' E
4° 46' N / 7° 0' E
5° 55' N / 5° 45' E
6° 25' N / 3° 18' E
5° 30' N / 5° 44' E
15° 13' N / 145° 44' E
60° 24' N / 5° 19' E
59° 45' N / 10° 13' E
59° 8' N / 9° 39' E
70° 40' N / 23° 40' E
68° 48' N / 16° 39' E
59° 25' N / 5° 16' E
58° 9' N / 8° 0' E
59° 3' N / 10° 2' E
59° 54' N / 10° 43' E
58° 58' N / 5° 44' E
63° 25' N / 10° 24' E
24° 49' N / 66° 59' E
24° 46' N / 67° 21' E
9° 22' N / 79° 55' W
9° 21' N / 79° 55' W
8° 51' N / 79° 40' W
6° 13' S / 155° 38' E
6° 44' S / 146° 59' E
5° 13' S / 145° 49' E
9° 29' S / 147° 9' E
4° 12' S / 152° 10' E
12° 3' S / 77° 10' W
9° 5' S / 78° 37' W
17° 39' S / 71° 21' W
17° 0' S / 72° 7' W
5° 5' S / 81° 7' W
8° 13' S / 78° 59' W
4° 35' S / 81° 17' W
13° 45' N / 121° 3' E
8° 30' N / 124° 39' E
10° 18' N / 123° 53' E
7° 4' N / 125° 38' E
8° 15' N / 124° 12' E
10° 41' N / 122° 35' E
6° 3' N / 121° 0' E
13° 9' N / 123° 45' E
14° 35' N / 120° 58' E
9° 44' N / 118° 43' E
16° 37' N / 120° 18' E
14° 49' N / 120° 18' E
6° 54' N / 122° 4' E
54° 21' N / 18° 39' E
54° 32' N / 18° 34' E
54° 11' N / 15° 34' E
53° 55' N / 14° 15' E
53° 25' N / 14° 32' E
54° 35' N / 16° 52' E
40° 39' N / 8° 45' W
41° 11' N / 8° 43' W
38° 42' N / 9° 6' W
37° 6' N / 8° 32' W
38° 30' N / 8° 55' W
41° 41' N / 8° 48' W
17° 57' N / 66° 54' W
18° 0' N / 66° 46' W
17° 55' N / 66° 10' W
17° 58' N / 66° 37' W
18° 28' N / 66° 7' W
29° 23' N / 47° 48' E
25° 40' N / 52° 25' E
25° 56'N / 51° 37' E
24° 54' N / 51° 34' E
20° 55' S / 55° 17' E
45° 15' N / 27° 59' E
44° 10' N / 28° 39' E
43° 49' N / 28° 35' E
45° 10' N / 29° 40' E
54° 53' N / 20° 31' E
47° 3' N / 142° 5' E
68° 57' N / 33° 10' E
42° 48' N / 132° 53' E
44° 43' N / 37° 47' E
59° 53' N / 30° 13' E
44° 6' N / 39° 4' E
43° 10' N / 132° 0' E
60° 42' N / 28° 44' E
17° 18' N / 62° 43' W
14° 1' N / 61° 0' W
13° 43' N / 60° 58' W
13° 9' N / 61° 14' W
13° 50' S / 171° 45' W
1° 39' N / 7° 27' E
0° 21' N / 6° 45' E
26° 30' N / 50° 12' E
27° 21' N / 35° 42' E
16° 54' N / 42° 29' E
21° 28' N / 39° 10' E
27° 4' N / 49° 40' E
22° 44' N / 38° 59' E
28° 6' N / 48° 37' E
26° 39' N / 50° 10' E
24° 5' N / 38° 3' E
14° 40' N / 17° 26' W
4° 37' S / 55° 28' E
8° 30' N / 13° 14' W
8° 34' N / 13° 3' W
1° 16' N / 103° 50' E
45° 31' N / 13° 41' E
45° 31' N / 13° 44' E
45° 31' N / 13° 36' E
9° 25' S / 159° 57' E
8° 13' S / 157° 12' E
8° 30' S / 157° 43' E
9° 4' S / 159° 14' E
10° 26' N / 45° 1' E
0° 23' S / 42° 33' E
1° 43' N / 44° 46' E
2° 1' N / 45° 21' E
33° 54' S / 18° 26' E
29° 53' S / 31° 2' E
34° 10' S / 22° 9' E
33° 57' S / 25° 39' E
28° 48' S / 32° 2' E
33° 2' S / 17° 58' E
43° 35' N / 5° 56' W
41° 20' N / 2° 10' E
43° 17' N / 2° 55' W
36° 31' N / 6° 18' W
37° 37' N / 0° 59' W
39° 58' N / 0° 1' W
35° 53' N / 5° 17' W
37° 16' N / 6° 55' W
36° 43' N / 4° 25' W
43° 20' N / 1° 56' W
43° 28' N / 3° 49' W
41° 5' N / 1° 14' E
39° 27' N / 0° 18' W
42° 14' N / 8° 42' W
6° 56' N / 79° 50' E
9° 40' N / 80° 1' E
8° 36' N / 81° 15' E
15° 56' S / 5° 43' W
46° 47' N / 56° 10' W
19° 37' N / 37° 14' E
5° 39' N / 54° 25' W
5° 57' N / 56° 59' W
5° 59' N / 55° 9' W
5° 38' N / 55° 5' W
5° 46' N / 56° 41' W
60° 41' N / 17° 11' E
57° 42' N / 11° 57' E
56° 40' N / 12° 52' E
56° 40' N / 16° 20' E
56° 10' N / 14° 52' E
55° 37' N / 13° 0' E
56° 3' N / 14° 35' E
59° 19' N / 18° 3' E
62° 25' N / 17° 20' E
47° 33' N / 7° 34' E
35° 15' N / 35° 56' E
23° 59' N / 121° 38' E
22° 37' N / 120° 16' E
22° 37' N / 120° 16' E
25° 9' N / 121° 44' E
24° 35' N / 121° 51' E
24° 17' N / 120° 30' E
6° 50' S / 39° 17' E
8° 56' S / 39° 31' E
10° 0' S / 39° 44' E
10° 16' S / 40° 12' E
5° 27' S / 39° 0' E
5° 4' S / 39° 8' E
13° 26' N / 100° 35' E
13° 5' N / 100° 53' E
6° 57' N / 101° 18' E
7° 49' N / 98° 24' E
12° 35' N / 100° 55' E
7° 14' N / 100° 35' E
13° 7' N / 100° 52' E
6° 12' N / 1° 30' E
6° 8' N / 1° 17' E
18° 39' S / 173° 59' W
21° 8' S / 175° 11' W
19° 50' S / 174° 23' W
10° 12' N / 61° 42' W
10° 22' N / 61° 29' W
10° 19' N / 61° 29' W
11° 11' N / 60° 44' W
10° 39' N / 61° 32' W
10° 14' N / 61° 36' W
37° 17' N / 9° 54' E
33° 57' N / 10° 4' E
36° 49' N / 10° 18' E
34° 44' N / 10° 46' E
35° 50' N / 10° 38' E
36° 49' N / 10° 15' E
40° 44' N / 29° 50' E
39° 0' N / 26° 50' E
40° 25' N / 29° 7' E
42° 24' N / 41° 25' E
36° 38' N / 36° 10' E
41° 1' N / 28° 59' E
41° 1' N / 39° 46' E
21° 26' N / 71° 8' W
21° 30' N / 72° 30' W
8° 31' S / 179° 13' W
57° 8' N / 2° 4' W
54° 36' N / 5° 56' W
51° 30' N / 2° 43' W
51° 7' N / 1° 18' E
50° 9' N / 5° 4' W
51° 57' N / 1° 21' E
55° 52' N / 4° 21' W
56° 1' N / 3° 43' W
53° 44' N / 0° 14' W
55° 59' N / 3° 10' W
53° 28' N / 3° 2' W
51° 30' N / 0° 5' W
53° 29' N / 2° 14' W
57° 30' N / 1° 47' W
50° 22' N / 4° 9' W
50° 48' N / 1° 7' W
58° 53' N / 3° 5' W
50° 54' N / 1° 24' W
60° 27' N / 1° 17' W
54° 39' N / 1° 8' W
51° 26' N / 0° 42' W
55° 1' N / 1° 24' W
46° 45' N / 36° 48' E
46° 37' N / 32° 37' E
46° 30' N / 30° 46' E
45° 26' N / 28° 18' E
44° 37' N / 33° 32' E
25° 25' N / 55° 26' E
25° 9' N / 52° 52' E
25° 15' N / 55° 16' E
25° 10' N / 56° 21' E
25° 0' N / 55° 3' E
25° 21' N / 56° 22' E
25° 58' N / 56° 3' E
24° 32' N / 54° 23' E
48° 31' N / 122° 36' W
41° 54' N / 80° 48' W
39° 17' N / 76° 35' W
30° 28' N / 91° 12' W
30° 5' N / 94° 5' W
42° 21' N / 71° 5' W
32° 47' N / 79° 56' W
41° 50' N / 87° 38' W
41° 31' N / 81° 43' W
27° 48' N / 97° 23' W
42° 20' N / 83° 2' W
46° 44' N / 92° 6' W
28° 57' N / 95° 21' W
36° 59' N / 76° 26' W
21° 19' N / 157° 52' W
29° 45' N / 95° 20' W
38° 36' N / 95° 20' W
30° 20' N / 81° 40' W
30° 13' N / 93° 15' W
33° 76 N / 118° 21'
33° 43' N / 82° 55' W
27° 32' N / 82° 34' W
35° 04' N / 90° 10' W
25° 46' N / 80° 10' W
30° 40' N / 88° 2' W
29° 57' N / 90° 4' W
40° 43' N / 74° 0' W
37° 50' N / 122° 18' W
30° 21' N / 88° 34' W
39° 57' N / 75° 10' W
44° 45' N / 80° W
30 13' N / 91 18' W
28° 52' N / 93° 56' W
26° 5' N / 80° 5' W
43° 39' N / 70° 14' W
45° 30' N / 122° 40' W
37° 56' N / 122° 25' W
37° 27' N / 77° 25' W
32° 2' N / 81° 7' W
47° 36' N / 122° 20' W
30° 00' N / 90° 30' W
47° 14' N / 122° 28' W
27° 57' N / 82° 28' W
29° 22' N / 94° 53' W
61° 7' N / 146° 21' W
39° 45' N / 75° 30' W
34° 14' N / 77° 57' W
59° 29' N / 139° 49' W
33° 6' S / 58° 19' W
34° 55' S / 56° 13' W
33° 52' S / 58° 20' W
32° 18' S / 58° 6' W
17° 45' S / 168° 18' E
15° 31' S / 167° 11' E
10° 31' N / 71° 36' W
10° 28' N / 64° 7' W
10° 38' N / 67° 7' W
10° 22' N / 71° 27' W
10° 42' N / 71° 39' W
8° 18' N / 62° 50' W
8° 22' N / 62° 42' W
10° 29' N / 68° 1' W
10° 13' N / 64° 38' W
11° 38' N / 70° 14' W
16° 6' N / 108° 18' E
20° 52' N / 106° 41' E
10° 50' N / 106° 45' E
20° 57' N / 107° 6' E
12° 12' N / 109° 13' E
18° 20' N / 64° 56' W
17° 45' N / 64° 41' W
17° 41' N / 64° 44' W
12° 48' N / 44° 54' E
14° 48' N / 42° 55' E
13° 21' N / 43° 12' E
14° 31' N / 49° 7' E
